Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/link_selectRows""))",Chrome 139.0.7258.155,Step 13: Click on link selectRows,,17-09-2025 15:32:11,17-09-2025 15:32:11,0.042s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_support_exercises_data/header_tableOptions"", [""header_tableOptions_h2NthChild"":header_tableOptions_h2NthChild_4, ""header_tableOptions_h2NthOfType"":header_tableOptions_h2NthOfType_4]))",Chrome 139.0.7258.155,Step 14: Click on header tableOptions (selectRows) -> Navigate to page '',,17-09-2025 15:32:11,17-09-2025 15:32:11,0.031s,PASSED
"takeFullPageScreenshotAsCheckpoint(""TC3-TC03 Verify the Tree View_visual_checkpoint"")",Chrome 139.0.7258.155,Step 15: Take full page screenshot as checkpoint,,17-09-2025 15:32:11,17-09-2025 15:32:12,1.551s,PASSED
Start tear down : teardown,Chrome 139.0.7258.155,,,17-09-2025 15:32:12,17-09-2025 15:32:12,0.096s,PASSED
,,,,,,,
Test Cases/AI-Generated/JustInMind-Production/TC5-TC04 Verify QnA Categories,Chrome 139.0.7258.155,"1. Navigate to https://www.justinmind.com/support/exercises-data 
    2. Type ""Searchbox"" into the ""What are you looking for?"" searchbox
    3. Click on ""Q&A Forums For Free Evaluations Users""
    4. Click on ""UI Libraries & Widget"" category
    5. Click on ""All Topics"" / ""Problems"" / ""Questions"" / ""Ideas""",HelpCenter,17-09-2025 15:32:12,17-09-2025 15:32:31,18.104s,PASSED
"DATA BINDING - {""(Default) i_ide..."":""9423"",""(Default) i_top..."":""9559""}",,,,,,,
Start listener action : beforeTestCase,Chrome 139.0.7258.155,,,17-09-2025 15:32:13,17-09-2025 15:32:13,0.001s,PASSED
Start setup action : setup,Chrome 139.0.7258.155,,,17-09-2025 15:32:13,17-09-2025 15:32:13,0.831s,PASSED
reportLocation = getReportFolder(),Chrome 139.0.7258.155,,,17-09-2025 15:32:13,17-09-2025 15:32:13,0.000s,PASSED
"""Initialize test session: Open browser and set view port""",Chrome 139.0.7258.155,,,17-09-2025 15:32:13,17-09-2025 15:32:13,0.001s,PASSED
"TrueTestScripts.navigate(""/community"")",Chrome 139.0.7258.155,Step 1: Navigate to /community,,17-09-2025 15:32:13,17-09-2025 15:32:20,6.751s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community/link_uiLibrariesAndWidgets""))",Chrome 139.0.7258.155,Step 2: Click on link uiLibrariesAndWidgets -> Navigate to page '/community/topics/all/status/all/category/*/sort/updated/page/*',,17-09-2025 15:32:20,17-09-2025 15:32:23,2.728s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community_topics_all_status_all_category_sort_updated_page/link_allTopics""))",Chrome 139.0.7258.155,Step 3: Click on link allTopics -> Navigate to page '/community/topics/all/status/all/category/all/sort/updated/page/*',,17-09-2025 15:32:23,17-09-2025 15:32:25,1.818s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_all_status_all_category_all_sort_updated_page/i_topicStatus"", [""i_topicStatus_id"":i_topicStatus_id, ""i_topicStatus_topic"":i_topicStatus_topic]))",Chrome 139.0.7258.155,Step 4: Click on i topicStatus (topicStatus),,17-09-2025 15:32:25,17-09-2025 15:32:25,0.029s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_all_status_all_category_all_sort_updated_page/i_topicStatus"", [""i_topicStatus_id"":i_topicStatus_id_1, ""i_topicStatus_topic"":i_topicStatus_topic_1]))",Chrome 139.0.7258.155,Step 5: Click on i topicStatus (topicStatus2),,17-09-2025 15:32:25,17-09-2025 15:32:25,0.026s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community_topics_all_status_all_category_all_sort_updated_page/link_problems""))",Chrome 139.0.7258.155,Step 6: Click on link problems -> Navigate to page '/community/topics/problem/status/all/category/all/sort/updated/page/*',,17-09-2025 15:32:25,17-09-2025 15:32:26,1.769s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_problem_status_all_category_all_sort_updated/i_topicStatus"", [""i_topicStatus_id"":i_topicStatus_id_2, ""i_topicStatus_topic"":i_topicStatus_topic_2]))",Chrome 139.0.7258.155,Step 7: Click on i topicStatus (topicStatus),,17-09-2025 15:32:26,17-09-2025 15:32:27,0.040s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_problem_status_all_category_all_sort_updated/i_topicStatus"", [""i_topicStatus_id"":i_topicStatus_id_3, ""i_topicStatus_topic"":i_topicStatus_topic_3]))",Chrome 139.0.7258.155,Step 8: Click on i topicStatus (topicStatus2),,17-09-2025 15:32:27,17-09-2025 15:32:27,0.029s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community_topics_problem_status_all_category_all_sort_updated/link_questions""))",Chrome 139.0.7258.155,Step 9: Click on link questions -> Navigate to page '/community/topics/question/status/all/category/all/sort/updated/page/*',,17-09-2025 15:32:27,17-09-2025 15:32:29,2.397s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_question_status_all_category_all_sort_updated/i_topicStatusIcon"", [""i_topicStatusIcon_id"":i_topicStatusIcon_id, ""i_topicStatusIcon_topic"":i_topicStatusIcon_topic]))",Chrome 139.0.7258.155,Step 10: Click on i topicStatusIcon (questionStatus),,17-09-2025 15:32:29,17-09-2025 15:32:29,0.024s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_question_status_all_category_all_sort_updated/i_topicStatusIcon"", [""i_topicStatusIcon_id"":i_topicStatusIcon_id_1, ""i_topicStatusIcon_topic"":i_topicStatusIcon_topic_1]))",Chrome 139.0.7258.155,Step 11: Click on i topicStatusIcon (topicStatusIcon),,17-09-2025 15:32:29,17-09-2025 15:32:29,0.025s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community_topics_question_status_all_category_all_sort_updated/link_ideas""))",Chrome 139.0.7258.155,Step 12: Click on link ideas -> Navigate to page '/community/topics/idea/status/all/category/all/sort/updated/page/*',,17-09-2025 15:32:29,17-09-2025 15:32:30,1.245s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_idea_status_all_category_all_sort_updated_page/i_ideaStatus"", [""i_ideaStatus_id"":i_ideaStatus_id, ""i_ideaStatus_topic"":i_ideaStatus_topic]))",Chrome 139.0.7258.155,Step 13: Click on i ideaStatus (object),,17-09-2025 15:32:30,17-09-2025 15:32:30,0.025s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_idea_status_all_category_all_sort_updated_page/i_ideaStatus"", [""i_ideaStatus_id"":i_ideaStatus_id_1, ""i_ideaStatus_topic"":i_ideaStatus_topic_1]))",Chrome 139.0.7258.155,Step 14: Click on i ideaStatus (ideaStatus) -> Navigate to page '',,17-09-2025 15:32:30,17-09-2025 15:32:30,0.028s,PASSED
"takeFullPageScreenshotAsCheckpoint(""TC5-TC04 Verify QnA Categories_visual_checkpoint"")",Chrome 139.0.7258.155,Step 15: Take full page screenshot as checkpoint,,17-09-2025 15:32:30,17-09-2025 15:32:30,0.204s,PASSED
Start tear down : teardown,Chrome 139.0.7258.155,,,17-09-2025 15:32:30,17-09-2025 15:32:31,0.093s,PASSED
