Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_support_exercises_data/header_tableOptions"", [""header_tableOptions_h2NthChild"":header_tableOptions_h2NthChild_3, ""header_tableOptions_h2NthOfType"":header_tableOptions_h2NthOfType_3]))",Chrome 139.0.7258.128,Step 11: Click on header tableOptions (filterRows),,18-08-2025 23:35:16,18-08-2025 23:35:16,0.028s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/item_selectRows""))",Chrome 139.0.7258.128,Step 12: Click on item selectRows,,18-08-2025 23:35:16,18-08-2025 23:35:16,0.031s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/link_selectRows""))",Chrome 139.0.7258.128,Step 13: Click on link selectRows,,18-08-2025 23:35:16,18-08-2025 23:35:16,0.039s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_support_exercises_data/header_tableOptions"", [""header_tableOptions_h2NthChild"":header_tableOptions_h2NthChild_4, ""header_tableOptions_h2NthOfType"":header_tableOptions_h2NthOfType_4]))",Chrome 139.0.7258.128,Step 14: Click on header tableOptions (selectRows) -> Navigate to page '',,18-08-2025 23:35:16,18-08-2025 23:35:16,0.032s,PASSED
"takeFullPageScreenshotAsCheckpoint(""TC3-TC03 Verify the Tree View_visual_checkpoint"")",Chrome 139.0.7258.128,Step 15: Take full page screenshot as checkpoint,,18-08-2025 23:35:16,18-08-2025 23:35:21,4.895s,PASSED
Start tear down : teardown,Chrome 139.0.7258.128,,,18-08-2025 23:35:21,18-08-2025 23:35:21,0.114s,PASSED
,,,,,,,
Test Cases/AI-Generated/JustInMind-Production/TC5-TC04 Verify QnA Categories,Chrome 139.0.7258.128,"1. Navigate to https://www.justinmind.com/support/exercises-data 
    2. Type ""Searchbox"" into the ""What are you looking for?"" searchbox
    3. Click on ""Q&A Forums For Free Evaluations Users""
    4. Click on ""UI Libraries & Widget"" category
    5. Click on ""All Topics"" / ""Problems"" / ""Questions"" / ""Ideas""",HelpCenter,18-08-2025 23:35:21,18-08-2025 23:35:37,15.876s,PASSED
"DATA BINDING - {""(Default) i_ide..."":""9423"",""(Default) i_top..."":""9559""}",,,,,,,
Start listener action : beforeTestCase,Chrome 139.0.7258.128,,,18-08-2025 23:35:21,18-08-2025 23:35:21,0.001s,PASSED
Start setup action : setup,Chrome 139.0.7258.128,,,18-08-2025 23:35:21,18-08-2025 23:35:24,2.371s,PASSED
reportLocation = getReportFolder(),Chrome 139.0.7258.128,,,18-08-2025 23:35:24,18-08-2025 23:35:24,0.001s,PASSED
"""Initialize test session: Open browser and set view port""",Chrome 139.0.7258.128,,,18-08-2025 23:35:24,18-08-2025 23:35:24,0.000s,PASSED
"TrueTestScripts.navigate(""/community"")",Chrome 139.0.7258.128,Step 1: Navigate to /community,,18-08-2025 23:35:24,18-08-2025 23:35:28,4.315s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community/link_uiLibrariesAndWidgets""))",Chrome 139.0.7258.128,Step 2: Click on link uiLibrariesAndWidgets -> Navigate to page '/community/topics/all/status/all/category/*/sort/updated/page/*',,18-08-2025 23:35:28,18-08-2025 23:35:30,2.129s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community_topics_all_status_all_category_sort_updated_page/link_allTopics""))",Chrome 139.0.7258.128,Step 3: Click on link allTopics -> Navigate to page '/community/topics/all/status/all/category/all/sort/updated/page/*',,18-08-2025 23:35:30,18-08-2025 23:35:32,1.489s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_all_status_all_category_all_sort_updated_page/i_topicStatus"", [""i_topicStatus_id"":i_topicStatus_id, ""i_topicStatus_topic"":i_topicStatus_topic]))",Chrome 139.0.7258.128,Step 4: Click on i topicStatus (topicStatus),,18-08-2025 23:35:32,18-08-2025 23:35:32,0.031s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_all_status_all_category_all_sort_updated_page/i_topicStatus"", [""i_topicStatus_id"":i_topicStatus_id_1, ""i_topicStatus_topic"":i_topicStatus_topic_1]))",Chrome 139.0.7258.128,Step 5: Click on i topicStatus (topicStatus2),,18-08-2025 23:35:32,18-08-2025 23:35:32,0.025s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community_topics_all_status_all_category_all_sort_updated_page/link_problems""))",Chrome 139.0.7258.128,Step 6: Click on link problems -> Navigate to page '/community/topics/problem/status/all/category/all/sort/updated/page/*',,18-08-2025 23:35:32,18-08-2025 23:35:33,1.588s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_problem_status_all_category_all_sort_updated/i_topicStatus"", [""i_topicStatus_id"":i_topicStatus_id_2, ""i_topicStatus_topic"":i_topicStatus_topic_2]))",Chrome 139.0.7258.128,Step 7: Click on i topicStatus (topicStatus),,18-08-2025 23:35:33,18-08-2025 23:35:33,0.040s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_problem_status_all_category_all_sort_updated/i_topicStatus"", [""i_topicStatus_id"":i_topicStatus_id_3, ""i_topicStatus_topic"":i_topicStatus_topic_3]))",Chrome 139.0.7258.128,Step 8: Click on i topicStatus (topicStatus2),,18-08-2025 23:35:33,18-08-2025 23:35:33,0.028s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community_topics_problem_status_all_category_all_sort_updated/link_questions""))",Chrome 139.0.7258.128,Step 9: Click on link questions -> Navigate to page '/community/topics/question/status/all/category/all/sort/updated/page/*',,18-08-2025 23:35:33,18-08-2025 23:35:35,1.500s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_question_status_all_category_all_sort_updated/i_topicStatusIcon"", [""i_topicStatusIcon_id"":i_topicStatusIcon_id, ""i_topicStatusIcon_topic"":i_topicStatusIcon_topic]))",Chrome 139.0.7258.128,Step 10: Click on i topicStatusIcon (questionStatus),,18-08-2025 23:35:35,18-08-2025 23:35:35,0.027s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_question_status_all_category_all_sort_updated/i_topicStatusIcon"", [""i_topicStatusIcon_id"":i_topicStatusIcon_id_1, ""i_topicStatusIcon_topic"":i_topicStatusIcon_topic_1]))",Chrome 139.0.7258.128,Step 11: Click on i topicStatusIcon (topicStatusIcon),,18-08-2025 23:35:35,18-08-2025 23:35:35,0.025s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_community_topics_question_status_all_category_all_sort_updated/link_ideas""))",Chrome 139.0.7258.128,Step 12: Click on link ideas -> Navigate to page '/community/topics/idea/status/all/category/all/sort/updated/page/*',,18-08-2025 23:35:35,18-08-2025 23:35:36,1.505s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_idea_status_all_category_all_sort_updated_page/i_ideaStatus"", [""i_ideaStatus_id"":i_ideaStatus_id, ""i_ideaStatus_topic"":i_ideaStatus_topic]))",Chrome 139.0.7258.128,Step 13: Click on i ideaStatus (object),,18-08-2025 23:35:36,18-08-2025 23:35:36,0.029s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_community_topics_idea_status_all_category_all_sort_updated_page/i_ideaStatus"", [""i_ideaStatus_id"":i_ideaStatus_id_1, ""i_ideaStatus_topic"":i_ideaStatus_topic_1]))",Chrome 139.0.7258.128,Step 14: Click on i ideaStatus (ideaStatus) -> Navigate to page '',,18-08-2025 23:35:36,18-08-2025 23:35:36,0.024s,PASSED
"takeFullPageScreenshotAsCheckpoint(""TC5-TC04 Verify QnA Categories_visual_checkpoint"")",Chrome 139.0.7258.128,Step 15: Take full page screenshot as checkpoint,,18-08-2025 23:35:36,18-08-2025 23:35:37,0.515s,PASSED
Start tear down : teardown,Chrome 139.0.7258.128,,,18-08-2025 23:35:37,18-08-2025 23:35:37,0.117s,PASSED
